PassengerId,Survived,Pclass,Sex,SexEncoded,AgeFilled,AgeBand,SibSp,Parch,FamilySize,FamilyGroup,IsAlone,FareFilled,FareLog,FarePerPerson,FareBand,EmbarkedFilled,Title,CabinDeck,HasCabin,TicketPrefix,SexPclass,AgePclass,NameLength,WomenChildPriority,AgeMissing,FareMissing,CabinMissing
163,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.775,2.1719067693519296,7.775,Q1,S,Mr,U,0,NONE,male_P3,78.0,26,0,0,0,1
164,0,3,male,0,17.0,Teen,0,0,1,Solo,1,8.6625,2.2682524139135403,8.6625,Q2,S,Mr,U,0,NONE,male_P3,51.0,15,0,0,0,1
165,0,3,male,0,1.0,Child,4,1,6,Medium,0,39.6875,3.705920919968788,6.614583333333333,Q4,S,Master,U,0,NONE,male_P3,3.0,28,1,0,0,1
166,1,3,male,0,9.0,Child,0,2,3,Small,0,20.525,3.0692150503137943,6.841666666666666,Q3,S,Master,U,0,NONE,male_P3,27.0,47,1,0,0,1
167,1,1,female,1,40.0,Middle,0,1,2,Small,0,55.0,4.02535169073515,27.5,Q4,S,Mrs,E,1,NONE,female_P1,40.0,38,1,1,0,0
168,0,3,female,1,45.0,Middle,1,4,6,Medium,0,27.9,3.3638415951183864,4.6499999999999995,Q3,S,Mrs,U,0,NONE,female_P3,135.0,47,1,0,0,1
169,0,1,male,0,40.0,Middle,0,0,1,Solo,1,25.925,3.2930552230424524,25.925,Q3,S,Mr,U,0,PC,male_P1,40.0,19,0,1,0,1
170,0,3,male,0,28.0,Young,0,0,1,Solo,1,56.4958,4.05171190165724,56.4958,Q4,S,Mr,U,0,NONE,male_P3,84.0,13,0,0,0,1
171,0,1,male,0,61.0,Senior,0,0,1,Solo,1,33.5,3.5409593240373143,33.5,Q4,S,Mr,B,1,NONE,male_P1,61.0,25,0,0,0,0
172,0,3,male,0,4.0,Child,4,1,6,Medium,0,29.125,3.405355391810819,4.854166666666667,Q3,Q,Master,U,0,NONE,male_P3,12.0,20,1,0,0,1
173,1,3,female,1,1.0,Child,1,1,3,Small,0,11.1333,2.495953738718064,3.7111,Q2,S,Miss,U,0,NONE,female_P3,3.0,28,1,0,0,1
174,0,3,male,0,21.0,Young,0,0,1,Solo,1,7.925,2.188856327665703,7.925,Q2,S,Mr,U,0,STONO,male_P3,63.0,25,0,0,0,1
175,0,1,male,0,56.0,Senior,0,0,1,Solo,1,30.6958,3.4561841799918147,30.6958,Q3,C,Mr,A,1,NONE,male_P1,56.0,23,0,0,0,0
176,0,3,male,0,18.0,Teen,1,1,3,Small,0,7.8542,2.180891922715322,2.6180666666666665,Q1,S,Mr,U,0,NONE,male_P3,54.0,22,0,0,0,1
177,0,3,male,0,4.0,Child,3,1,5,Medium,0,25.4667,3.275887339030031,5.0933399999999995,Q3,S,Master,U,0,NONE,male_P3,12.0,29,1,1,0,1
178,0,1,female,1,50.0,Middle,0,0,1,Solo,1,28.7125,3.391567832686312,28.7125,Q3,C,Miss,C,1,PC,female_P1,50.0,26,1,0,0,0
179,0,2,male,0,30.0,Young,0,0,1,Solo,1,13.0,2.6390573296152584,13.0,Q2,S,Mr,U,0,NONE,male_P2,60.0,18,0,0,0,1
180,0,3,male,0,36.0,Middle,0,0,1,Solo,1,0.0,0.0,0.0,Q1,S,Mr,U,0,OTHER,male_P3,108.0,19,0,0,0,1
181,0,3,female,1,18.0,Teen,8,2,11,Large,0,69.55,4.256321678298823,6.322727272727272,Q4,S,Miss,U,0,CA,female_P3,54.0,28,1,1,0,1
182,0,2,male,0,31.0,Young,0,0,1,Solo,1,15.05,2.775708849576025,15.05,Q3,C,Mr,U,0,SCPARIS,male_P2,62.0,16,0,1,0,1
183,0,3,male,0,9.0,Child,4,2,7,Large,0,31.3875,3.4777725458882283,4.483928571428572,Q4,S,Master,U,0,NONE,male_P3,27.0,37,1,0,0,1
184,1,2,male,0,1.0,Child,2,1,4,Small,0,39.0,3.6888794541139363,9.75,Q4,S,Master,F,1,NONE,male_P2,2.0,25,1,0,0,0
185,1,3,female,1,4.0,Child,0,2,3,Small,0,22.025,3.1365805821413706,7.341666666666666,Q3,S,Miss,U,0,NONE,female_P3,12.0,35,1,0,0,1
186,0,1,male,0,40.0,Middle,0,0,1,Solo,1,50.0,3.9318256327243257,50.0,Q4,S,Mr,A,1,NONE,male_P1,40.0,21,0,1,0,0
187,1,3,female,1,31.0,Young,1,0,2,Small,0,15.5,2.803360380906535,7.75,Q3,Q,Mrs,U,0,NONE,female_P3,93.0,47,1,1,0,1
188,1,1,male,0,45.0,Middle,0,0,1,Solo,1,26.55,3.3160025355989236,26.55,Q3,S,Mr,U,0,NONE,male_P1,45.0,45,0,0,0,1
189,0,3,male,0,40.0,Middle,1,1,3,Small,0,15.5,2.803360380906535,5.166666666666667,Q3,Q,Mr,U,0,NONE,male_P3,120.0,16,0,0,0,1
190,0,3,male,0,36.0,Middle,0,0,1,Solo,1,7.8958,2.1855792552411137,7.8958,Q1,S,Mr,U,0,NONE,male_P3,108.0,19,0,0,0,1
191,1,2,female,1,32.0,Young,0,0,1,Solo,1,13.0,2.6390573296152584,13.0,Q2,S,Mrs,U,0,NONE,female_P2,64.0,19,1,0,0,1
192,0,2,male,0,19.0,Young,0,0,1,Solo,1,13.0,2.6390573296152584,13.0,Q2,S,Mr,U,0,NONE,male_P2,38.0,21,0,0,0,1
193,1,3,female,1,19.0,Young,1,0,2,Small,0,7.8542,2.180891922715322,3.9271,Q1,S,Miss,U,0,NONE,female_P3,57.0,47,1,0,0,1
194,1,2,male,0,3.0,Child,1,1,3,Small,0,26.0,3.295836866004329,8.666666666666666,Q3,S,Master,F,1,NONE,male_P2,6.0,26,1,0,0,0
195,1,1,female,1,44.0,Middle,0,0,1,Solo,1,27.7208,3.357621598945279,27.7208,Q3,C,Mrs,B,1,PC,female_P1,44.0,41,1,0,0,0
196,1,1,female,1,58.0,Senior,0,0,1,Solo,1,146.5208,4.993969182787072,146.5208,Q4,C,Miss,B,1,PC,female_P1,58.0,20,1,0,0,0
197,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.75,2.169053700369523,7.75,Q1,Q,Mr,U,0,NONE,male_P3,78.0,19,0,1,0,1
198,0,3,male,0,42.0,Middle,0,1,2,Small,0,8.4042,2.2411563979973974,4.2021,Q2,S,Mr,U,0,NONE,male_P3,126.0,32,0,0,0,1
199,1,3,female,1,18.0,Teen,0,0,1,Solo,1,7.75,2.169053700369523,7.75,Q1,Q,Miss,U,0,NONE,female_P3,54.0,32,1,1,0,1
200,0,2,female,1,24.0,Young,0,0,1,Solo,1,13.0,2.6390573296152584,13.0,Q2,S,Miss,U,0,NONE,female_P2,48.0,38,1,0,0,1
201,0,3,male,0,28.0,Young,0,0,1,Solo,1,9.5,2.3513752571634776,9.5,Q2,S,Mr,U,0,NONE,male_P3,84.0,30,0,0,0,1
202,0,3,male,0,26.0,Young,8,2,11,Large,0,69.55,4.256321678298823,6.322727272727272,Q4,S,Mr,U,0,CA,male_P3,78.0,19,0,1,0,1
203,0,3,male,0,34.0,Young,0,0,1,Solo,1,6.4958,2.0143428636837015,6.4958,Q1,S,Mr,U,0,NONE,male_P3,102.0,26,0,0,0,1
204,0,3,male,0,45.5,Middle,0,0,1,Solo,1,7.225,2.1071782966514356,7.225,Q1,C,Mr,U,0,NONE,male_P3,136.5,20,0,0,0,1
205,1,3,male,0,18.0,Teen,0,0,1,Solo,1,8.05,2.2027647577118348,8.05,Q2,S,Mr,U,0,A,male_P3,54.0,24,0,0,0,1
206,0,3,female,1,2.0,Child,0,1,2,Small,0,10.4625,2.4390808375825834,5.23125,Q2,S,Miss,G,1,NONE,female_P3,6.0,26,1,0,0,0
207,0,3,male,0,32.0,Young,1,0,2,Small,0,15.85,2.8243506567983707,7.925,Q3,S,Mr,U,0,NONE,male_P3,96.0,26,0,0,0,1
208,1,3,male,0,26.0,Young,0,0,1,Solo,1,18.7875,2.9850504252071306,18.7875,Q3,C,Mr,U,0,NONE,male_P3,78.0,27,0,0,0,1
209,1,3,female,1,16.0,Teen,0,0,1,Solo,1,7.75,2.169053700369523,7.75,Q1,Q,Miss,U,0,NONE,female_P3,48.0,25,1,0,0,1
210,1,1,male,0,40.0,Middle,0,0,1,Solo,1,31.0,3.4657359027997265,31.0,Q3,C,Mr,A,1,NONE,male_P1,40.0,16,0,0,0,0
211,0,3,male,0,24.0,Young,0,0,1,Solo,1,7.05,2.085672091430472,7.05,Q1,S,Mr,U,0,SOTONOQ,male_P3,72.0,14,0,0,0,1
212,1,2,female,1,35.0,Young,0,0,1,Solo,1,21.0,3.091042453358316,21.0,Q3,S,Miss,U,0,OTHER,female_P2,70.0,26,1,0,0,1
213,0,3,male,0,22.0,Young,0,0,1,Solo,1,7.25,2.1102132003465894,7.25,Q1,S,Mr,U,0,A,male_P3,66.0,22,0,0,0,1
214,0,2,male,0,30.0,Young,0,0,1,Solo,1,13.0,2.6390573296152584,13.0,Q2,S,Mr,U,0,NONE,male_P2,60.0,27,0,0,0,1
215,0,3,male,0,26.0,Young,1,0,2,Small,0,7.75,2.169053700369523,3.875,Q1,Q,Mr,U,0,NONE,male_P3,78.0,19,0,1,0,1
216,1,1,female,1,31.0,Young,1,0,2,Small,0,113.275,4.738607824217808,56.6375,Q4,C,Miss,D,1,NONE,female_P1,31.0,23,1,0,0,0
217,1,3,female,1,27.0,Young,0,0,1,Solo,1,7.925,2.188856327665703,7.925,Q2,S,Miss,U,0,STONO,female_P3,81.0,22,1,0,0,1
218,0,2,male,0,42.0,Middle,1,0,2,Small,0,27.0,3.332204510175204,13.5,Q3,S,Mr,U,0,NONE,male_P2,84.0,28,0,0,0,1
219,1,1,female,1,32.0,Young,0,0,1,Solo,1,76.2917,4.347586575960343,76.2917,Q4,C,Miss,D,1,NONE,female_P1,32.0,21,1,0,0,0
220,0,2,male,0,30.0,Young,0,0,1,Solo,1,10.5,2.4423470353692043,10.5,Q2,S,Mr,U,0,WC,male_P2,60.0,18,0,0,0,1
221,1,3,male,0,16.0,Teen,0,0,1,Solo,1,8.05,2.2027647577118348,8.05,Q2,S,Mr,U,0,SOTONOQ,male_P3,48.0,30,0,0,0,1
222,0,2,male,0,27.0,Young,0,0,1,Solo,1,13.0,2.6390573296152584,13.0,Q2,S,Mr,U,0,NONE,male_P2,54.0,20,0,0,0,1
223,0,3,male,0,51.0,Senior,0,0,1,Solo,1,8.05,2.2027647577118348,8.05,Q2,S,Mr,U,0,NONE,male_P3,153.0,23,0,0,0,1
224,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.8958,2.1855792552411137,7.8958,Q1,S,Mr,U,0,NONE,male_P3,78.0,20,0,1,0,1
225,1,1,male,0,38.0,Middle,1,0,2,Small,0,90.0,4.51085950651685,45.0,Q4,S,Mr,C,1,NONE,male_P1,38.0,28,0,0,0,0
226,0,3,male,0,22.0,Young,0,0,1,Solo,1,9.35,2.336986519711378,9.35,Q2,S,Mr,U,0,OTHER,male_P3,66.0,28,0,0,0,1
227,1,2,male,0,19.0,Young,0,0,1,Solo,1,10.5,2.4423470353692043,10.5,Q2,S,Mr,U,0,OTHER,male_P2,38.0,25,0,0,0,1
228,0,3,male,0,20.5,Young,0,0,1,Solo,1,7.25,2.1102132003465894,7.25,Q1,S,Mr,U,0,A,male_P3,61.5,31,0,0,0,1
229,0,2,male,0,18.0,Teen,0,0,1,Solo,1,13.0,2.6390573296152584,13.0,Q2,S,Mr,U,0,NONE,male_P2,36.0,25,0,0,0,1
230,0,3,female,1,18.0,Teen,3,1,5,Medium,0,25.4667,3.275887339030031,5.0933399999999995,Q3,S,Miss,U,0,NONE,female_P3,54.0,23,1,1,0,1
231,1,1,female,1,35.0,Young,1,0,2,Small,0,83.475,4.436455632600354,41.7375,Q4,S,Mrs,C,1,NONE,female_P1,35.0,44,1,0,0,0
232,0,3,male,0,29.0,Young,0,0,1,Solo,1,7.775,2.1719067693519296,7.775,Q1,S,Mr,U,0,NONE,male_P3,87.0,24,0,0,0,1
233,0,2,male,0,59.0,Senior,0,0,1,Solo,1,13.5,2.6741486494265287,13.5,Q2,S,Mr,U,0,NONE,male_P2,118.0,25,0,0,0,1
234,1,3,female,1,5.0,Child,4,2,7,Large,0,31.3875,3.4777725458882283,4.483928571428572,Q4,S,Miss,U,0,NONE,female_P3,15.0,30,1,0,0,1
235,0,2,male,0,24.0,Young,0,0,1,Solo,1,10.5,2.4423470353692043,10.5,Q2,S,Mr,U,0,CA,male_P2,48.0,33,0,0,0,1
236,0,3,female,1,18.0,Teen,0,0,1,Solo,1,7.55,2.145931282948669,7.55,Q1,S,Miss,U,0,WC,female_P3,54.0,28,1,1,0,1
237,0,2,male,0,44.0,Middle,1,0,2,Small,0,26.0,3.295836866004329,13.0,Q3,S,Mr,U,0,NONE,male_P2,88.0,17,0,0,0,1
238,1,2,female,1,8.0,Child,0,2,3,Small,0,26.25,3.305053521109253,8.75,Q3,S,Miss,U,0,CA,female_P2,16.0,32,1,0,0,1
239,0,2,male,0,19.0,Young,0,0,1,Solo,1,10.5,2.4423470353692043,10.5,Q2,S,Mr,U,0,NONE,male_P2,38.0,31,0,0,0,1
240,0,2,male,0,33.0,Young,0,0,1,Solo,1,12.275,2.5858825671280026,12.275,Q2,S,Mr,U,0,OTHER,male_P2,66.0,22,0,0,0,1
241,0,3,female,1,18.0,Teen,1,0,2,Small,0,14.4542,2.737880811060884,7.2271,Q2,C,Miss,U,0,NONE,female_P3,54.0,21,1,1,0,1
242,1,3,female,1,18.0,Teen,1,0,2,Small,0,15.5,2.803360380906535,7.75,Q3,Q,Miss,U,0,NONE,female_P3,54.0,30,1,1,0,1
243,0,2,male,0,29.0,Young,0,0,1,Solo,1,10.5,2.4423470353692043,10.5,Q2,S,Mr,U,0,WC,male_P2,58.0,31,0,0,0,1
244,0,3,male,0,22.0,Young,0,0,1,Solo,1,7.125,2.094945728215801,7.125,Q1,S,Mr,U,0,STONO,male_P3,66.0,29,0,0,0,1
245,0,3,male,0,30.0,Young,0,0,1,Solo,1,7.225,2.1071782966514356,7.225,Q1,C,Mr,U,0,NONE,male_P3,90.0,20,0,0,0,1
246,0,1,male,0,44.0,Middle,2,0,3,Small,0,90.0,4.51085950651685,30.0,Q4,Q,Rare,C,1,NONE,male_P1,44.0,27,0,0,0,0
247,0,3,female,1,25.0,Young,0,0,1,Solo,1,7.775,2.1719067693519296,7.775,Q1,S,Miss,U,0,NONE,female_P3,75.0,37,1,0,0,1
248,1,2,female,1,24.0,Young,0,2,3,Small,0,14.5,2.740840023925201,4.833333333333333,Q3,S,Mrs,U,0,NONE,female_P2,48.0,31,1,0,0,1
249,1,1,male,0,37.0,Middle,1,1,3,Small,0,52.5542,3.9806942251907276,17.518066666666666,Q4,S,Mr,D,1,NONE,male_P1,37.0,29,0,0,0,0
250,0,2,male,0,54.0,Senior,1,0,2,Small,0,26.0,3.295836866004329,13.0,Q3,S,Rare,U,0,NONE,male_P2,108.0,29,0,0,0,1
251,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.25,2.1102132003465894,7.25,Q1,S,Mr,U,0,NONE,male_P3,78.0,22,0,1,0,1
252,0,3,female,1,29.0,Young,1,1,3,Small,0,10.4625,2.4390808375825834,3.4875000000000003,Q2,S,Mrs,G,1,NONE,female_P3,87.0,42,1,0,0,0
253,0,1,male,0,62.0,Senior,0,0,1,Solo,1,26.55,3.3160025355989236,26.55,Q3,S,Mr,C,1,NONE,male_P1,62.0,25,0,0,0,0
254,0,3,male,0,30.0,Young,1,0,2,Small,0,16.1,2.8390784635086144,8.05,Q3,S,Mr,U,0,A,male_P3,90.0,24,0,0,0,1
255,0,3,female,1,41.0,Middle,0,2,3,Small,0,20.2125,3.0545906305603445,6.7375,Q3,S,Mrs,U,0,NONE,female_P3,123.0,40,1,0,0,1
256,1,3,female,1,29.0,Young,0,2,3,Small,0,15.2458,2.7878344138303452,5.081933333333333,Q3,C,Mrs,U,0,NONE,female_P3,87.0,39,1,0,0,1
257,1,1,female,1,40.0,Middle,0,0,1,Solo,1,79.2,4.384523514872469,79.2,Q4,C,Mrs,U,0,PC,female_P1,40.0,30,1,1,0,1
258,1,1,female,1,30.0,Young,0,0,1,Solo,1,86.5,4.471638793363569,86.5,Q4,S,Miss,B,1,NONE,female_P1,30.0,20,1,0,0,0
259,1,1,female,1,35.0,Young,0,0,1,Solo,1,512.3292,6.240917354759096,512.3292,Q4,C,Miss,U,0,PC,female_P1,35.0,16,1,0,0,1
260,1,2,female,1,50.0,Middle,0,1,2,Small,0,26.0,3.295836866004329,13.0,Q3,S,Mrs,U,0,NONE,female_P2,100.0,27,1,0,0,1
261,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.75,2.169053700369523,7.75,Q1,Q,Mr,U,0,NONE,male_P3,78.0,17,0,1,0,1
262,1,3,male,0,3.0,Child,4,2,7,Large,0,31.3875,3.4777725458882283,4.483928571428572,Q4,S,Master,U,0,NONE,male_P3,9.0,33,1,0,0,1
263,0,1,male,0,52.0,Senior,1,1,3,Small,0,79.65,4.390118804571218,26.55,Q4,S,Mr,E,1,NONE,male_P1,52.0,17,0,0,0,0
264,0,1,male,0,40.0,Middle,0,0,1,Solo,1,0.0,0.0,0.0,Q1,S,Mr,B,1,NONE,male_P1,40.0,21,0,0,0,0
265,0,3,female,1,18.0,Teen,0,0,1,Solo,1,7.75,2.169053700369523,7.75,Q1,Q,Miss,U,0,NONE,female_P3,54.0,18,1,1,0,1
266,0,2,male,0,36.0,Middle,0,0,1,Solo,1,10.5,2.4423470353692043,10.5,Q2,S,Mr,U,0,CA,male_P2,72.0,17,0,0,0,1
267,0,3,male,0,16.0,Teen,4,1,6,Medium,0,39.6875,3.705920919968788,6.614583333333333,Q4,S,Mr,U,0,NONE,male_P3,48.0,25,0,0,0,1
268,1,3,male,0,25.0,Young,1,0,2,Small,0,7.775,2.1719067693519296,3.8875,Q1,S,Mr,U,0,NONE,male_P3,75.0,24,0,0,0,1
269,1,1,female,1,58.0,Senior,0,1,2,Small,0,153.4625,5.039951348430309,76.73125,Q4,S,Mrs,C,1,PC,female_P1,58.0,45,1,0,0,0
270,1,1,female,1,35.0,Young,0,0,1,Solo,1,135.6333,4.91730069488021,135.6333,Q4,S,Miss,C,1,PC,female_P1,35.0,22,1,0,0,0
271,0,1,male,0,40.0,Middle,0,0,1,Solo,1,31.0,3.4657359027997265,31.0,Q3,S,Mr,U,0,NONE,male_P1,40.0,21,0,1,0,1
272,1,3,male,0,25.0,Young,0,0,1,Solo,1,0.0,0.0,0.0,Q1,S,Mr,U,0,OTHER,male_P3,75.0,28,0,0,0,1
273,1,2,female,1,41.0,Middle,0,1,2,Small,0,19.5,3.0204248861443626,9.75,Q3,S,Mrs,U,0,NONE,female_P2,82.0,41,1,0,0,1
274,0,1,male,0,37.0,Middle,0,1,2,Small,0,29.7,3.4242626545931514,14.85,Q3,C,Mr,C,1,PC,male_P1,37.0,21,0,0,0,0
275,1,3,female,1,18.0,Teen,0,0,1,Solo,1,7.75,2.169053700369523,7.75,Q1,Q,Miss,U,0,NONE,female_P3,54.0,26,1,1,0,1
276,1,1,female,1,63.0,Senior,1,0,2,Small,0,77.9583,4.368919865004903,38.97915,Q4,S,Miss,D,1,NONE,female_P1,63.0,33,1,0,0,0
277,0,3,female,1,45.0,Middle,0,0,1,Solo,1,7.75,2.169053700369523,7.75,Q1,S,Miss,U,0,NONE,female_P3,135.0,33,1,0,0,1
278,0,2,male,0,31.0,Young,0,0,1,Solo,1,0.0,0.0,0.0,Q1,S,Mr,U,0,NONE,male_P2,62.0,27,0,1,0,1
279,0,3,male,0,7.0,Child,4,1,6,Medium,0,29.125,3.405355391810819,4.854166666666667,Q3,Q,Master,U,0,NONE,male_P3,21.0,18,1,0,0,1
280,1,3,female,1,35.0,Young,1,1,3,Small,0,20.25,3.056356895370426,6.75,Q3,S,Mrs,U,0,CA,female_P3,105.0,32,1,0,0,1
281,0,3,male,0,65.0,Senior,0,0,1,Solo,1,7.75,2.169053700369523,7.75,Q1,Q,Mr,U,0,NONE,male_P3,195.0,16,0,0,0,1
282,0,3,male,0,28.0,Young,0,0,1,Solo,1,7.8542,2.180891922715322,7.8542,Q1,S,Mr,U,0,NONE,male_P3,84.0,32,0,0,0,1
283,0,3,male,0,16.0,Teen,0,0,1,Solo,1,9.5,2.3513752571634776,9.5,Q2,S,Mr,U,0,NONE,male_P3,48.0,25,0,0,0,1
284,1,3,male,0,19.0,Young,0,0,1,Solo,1,8.05,2.2027647577118348,8.05,Q2,S,Mr,U,0,A,male_P3,57.0,26,0,0,0,1
285,0,1,male,0,40.0,Middle,0,0,1,Solo,1,26.0,3.295836866004329,26.0,Q3,S,Mr,A,1,NONE,male_P1,40.0,26,0,1,0,0
286,0,3,male,0,33.0,Young,0,0,1,Solo,1,8.6625,2.2682524139135403,8.6625,Q2,C,Mr,U,0,NONE,male_P3,99.0,19,0,0,0,1
287,1,3,male,0,30.0,Young,0,0,1,Solo,1,9.5,2.3513752571634776,9.5,Q2,S,Mr,U,0,NONE,male_P3,90.0,23,0,0,0,1
288,0,3,male,0,22.0,Young,0,0,1,Solo,1,7.8958,2.1855792552411137,7.8958,Q1,S,Mr,U,0,NONE,male_P3,66.0,20,0,0,0,1
289,1,2,male,0,42.0,Middle,0,0,1,Solo,1,13.0,2.6390573296152584,13.0,Q2,S,Mr,U,0,NONE,male_P2,84.0,20,0,0,0,1
290,1,3,female,1,22.0,Young,0,0,1,Solo,1,7.75,2.169053700369523,7.75,Q1,Q,Miss,U,0,NONE,female_P3,66.0,20,1,0,0,1
291,1,1,female,1,26.0,Young,0,0,1,Solo,1,78.85,4.380149874661021,78.85,Q4,S,Miss,U,0,NONE,female_P1,26.0,28,1,0,0,1
292,1,1,female,1,19.0,Young,1,0,2,Small,0,91.0792,4.5226490762785785,45.5396,Q4,C,Mrs,B,1,NONE,female_P1,19.0,39,1,0,0,0
293,0,2,male,0,36.0,Middle,0,0,1,Solo,1,12.875,2.630088659632498,12.875,Q2,C,Mr,D,1,SCPARIS,male_P2,72.0,22,0,0,0,0
294,0,3,female,1,24.0,Young,0,0,1,Solo,1,8.85,2.2874714551839976,8.85,Q2,S,Miss,U,0,NONE,female_P3,72.0,19,1,0,0,1
295,0,3,male,0,24.0,Young,0,0,1,Solo,1,7.8958,2.1855792552411137,7.8958,Q1,S,Mr,U,0,NONE,male_P3,72.0,16,0,0,0,1
296,0,1,male,0,40.0,Middle,0,0,1,Solo,1,27.7208,3.357621598945279,27.7208,Q3,C,Mr,U,0,PC,male_P1,40.0,17,0,1,0,1
297,0,3,male,0,23.5,Young,0,0,1,Solo,1,7.2292,2.1076888046179385,7.2292,Q1,C,Mr,U,0,NONE,male_P3,70.5,18,0,0,0,1
298,0,1,female,1,2.0,Child,1,2,4,Small,0,151.55,5.027492411162679,37.8875,Q4,S,Miss,C,1,NONE,female_P1,2.0,28,1,0,0,0
299,1,1,male,0,40.0,Middle,0,0,1,Solo,1,30.5,3.449987545831587,30.5,Q3,S,Mr,C,1,NONE,male_P1,40.0,21,0,1,0,0
300,1,1,female,1,50.0,Middle,0,1,2,Small,0,247.5208,5.515526544247129,123.7604,Q4,C,Mrs,B,1,PC,female_P1,50.0,47,1,0,0,0
301,1,3,female,1,18.0,Teen,0,0,1,Solo,1,7.75,2.169053700369523,7.75,Q1,Q,Miss,U,0,NONE,female_P3,54.0,40,1,1,0,1
302,1,3,male,0,26.0,Young,2,0,3,Small,0,23.25,3.188416617383492,7.75,Q3,Q,Mr,U,0,NONE,male_P3,78.0,18,0,1,0,1
303,0,3,male,0,19.0,Young,0,0,1,Solo,1,0.0,0.0,0.0,Q1,S,Mr,U,0,OTHER,male_P3,57.0,31,0,0,0,1
304,1,2,female,1,24.0,Young,0,0,1,Solo,1,12.35,2.5915163848462583,12.35,Q2,Q,Miss,E,1,NONE,female_P2,48.0,19,1,1,0,0
305,0,3,male,0,26.0,Young,0,0,1,Solo,1,8.05,2.2027647577118348,8.05,Q2,S,Mr,U,0,A,male_P3,78.0,33,0,1,0,1
306,1,1,male,0,0.92,Child,1,2,4,Small,0,151.55,5.027492411162679,37.8875,Q4,S,Master,C,1,NONE,male_P1,0.92,30,1,0,0,0
307,1,1,female,1,30.0,Young,0,0,1,Solo,1,110.8833,4.717456363787216,110.8833,Q4,C,Miss,U,0,NONE,female_P1,30.0,23,1,1,0,1
308,1,1,female,1,17.0,Teen,1,0,2,Small,0,108.9,4.699570861409576,54.45,Q4,C,Mrs,C,1,PC,female_P1,17.0,82,1,0,0,0
309,0,2,male,0,30.0,Young,1,0,2,Small,0,24.0,3.2188758248682006,12.0,Q3,C,Mr,U,0,OTHER,male_P2,60.0,19,0,0,0,1
310,1,1,female,1,30.0,Young,0,0,1,Solo,1,56.9292,4.0592215752427645,56.9292,Q4,C,Miss,E,1,PC,female_P1,30.0,30,1,0,0,0
311,1,1,female,1,24.0,Young,0,0,1,Solo,1,83.1583,4.432699549165613,83.1583,Q4,C,Miss,C,1,NONE,female_P1,24.0,30,1,0,0,0
312,1,1,female,1,18.0,Teen,2,2,5,Medium,0,262.375,5.5735788721243535,52.475,Q4,C,Miss,B,1,PC,female_P1,18.0,26,1,0,0,0
313,0,2,female,1,26.0,Young,1,1,3,Small,0,26.0,3.295836866004329,8.666666666666666,Q3,S,Mrs,U,0,NONE,female_P2,52.0,37,1,0,0,1
314,0,3,male,0,28.0,Young,0,0,1,Solo,1,7.8958,2.1855792552411137,7.8958,Q1,S,Mr,U,0,NONE,male_P3,84.0,22,0,0,0,1
315,0,2,male,0,43.0,Middle,1,1,3,Small,0,26.25,3.305053521109253,8.75,Q3,S,Mr,U,0,OTHER,male_P2,86.0,18,0,0,0,1
316,1,3,female,1,26.0,Young,0,0,1,Solo,1,7.8542,2.180891922715322,7.8542,Q1,S,Miss,U,0,NONE,female_P3,78.0,31,1,0,0,1
317,1,2,female,1,24.0,Young,1,0,2,Small,0,26.0,3.295836866004329,13.0,Q3,S,Mrs,U,0,NONE,female_P2,48.0,35,1,0,0,1
318,0,2,male,0,54.0,Senior,0,0,1,Solo,1,14.0,2.70805020110221,14.0,Q2,S,Rare,U,0,NONE,male_P2,108.0,20,0,0,0,1
319,1,1,female,1,31.0,Young,0,2,3,Small,0,164.8667,5.11118445372147,54.95556666666667,Q4,S,Miss,C,1,NONE,female_P1,31.0,24,1,0,0,0
320,1,1,female,1,40.0,Middle,1,1,3,Small,0,134.5,4.908971640319756,44.833333333333336,Q4,C,Mrs,E,1,NONE,female_P1,40.0,56,1,0,0,0
321,0,3,male,0,22.0,Young,0,0,1,Solo,1,7.25,2.1102132003465894,7.25,Q1,S,Mr,U,0,A,male_P3,66.0,18,0,0,0,1
322,0,3,male,0,27.0,Young,0,0,1,Solo,1,7.8958,2.1855792552411137,7.8958,Q1,S,Mr,U,0,NONE,male_P3,81.0,16,0,0,0,1
323,1,2,female,1,30.0,Young,0,0,1,Solo,1,12.35,2.5915163848462583,12.35,Q2,Q,Miss,U,0,NONE,female_P2,60.0,25,1,0,0,1
324,1,2,female,1,22.0,Young,1,1,3,Small,0,29.0,3.4011973816621555,9.666666666666666,Q3,S,Mrs,U,0,NONE,female_P2,44.0,51,1,0,0,1
325,0,3,male,0,26.0,Young,8,2,11,Large,0,69.55,4.256321678298823,6.322727272727272,Q4,S,Mr,U,0,CA,male_P3,78.0,24,0,1,0,1
326,1,1,female,1,36.0,Middle,0,0,1,Solo,1,135.6333,4.91730069488021,135.6333,Q4,C,Miss,C,1,PC,female_P1,36.0,24,1,0,0,0
327,0,3,male,0,61.0,Senior,0,0,1,Solo,1,6.2375,1.9792758428991135,6.2375,Q1,S,Mr,U,0,NONE,male_P3,183.0,25,0,0,0,1
