PassengerId,Survived,FareFilled,SexEncoded,FareLog,FarePerPerson,HasCabin,AgePclass,NameLength,WomenChildPriority,CabinMissing,Pclass_1,Pclass_3,Sex_female,Sex_male,Title_Miss,Title_Mr,Title_Mrs,CabinDeck_U,SexPclass_female_P1,SexPclass_female_P2,SexPclass_male_P3
144,0,-0.5125125150294839,0.0,2.0476928433652555,6.75,0.0,57.0,19.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
145,0,-0.41687275089321363,0.0,2.5257286443082556,11.5,0.0,36.0,26.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
146,0,0.09152810056801232,0.0,3.6309854756950335,12.25,0.0,38.0,28.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
147,1,-0.49145565916975514,0.0,2.174274334826008,7.7958,0.0,81.0,44.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
148,0,0.04370821849987721,1.0,3.5660053559634015,6.875,0.0,27.0,32.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
149,0,-0.12491978668775715,0.0,3.295836866004329,8.666666666666666,1.0,73.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
150,0,-0.3866707201133388,0.0,2.6390573296152584,13.0,0.0,84.0,33.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
151,0,-0.39623469652696586,0.0,2.6045398247325453,12.525,0.0,102.0,26.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
152,1,0.6925485130875209,1.0,4.213607983048918,33.3,1.0,22.0,33.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
153,0,-0.4863374216869257,0.0,2.2027647577118348,8.05,0.0,166.5,16.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
154,0,-0.35646868933346404,0.0,2.740840023925201,4.833333333333333,0.0,121.5,31.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
155,0,-0.5011867534870308,0.0,2.1177604059819726,7.3125,0.0,78.0,21.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
156,0,0.5874293382238074,0.0,4.133231886474144,30.6896,0.0,51.0,27.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
157,1,-0.49271407711891657,1.0,2.167143305297764,7.7333,0.0,48.0,32.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
158,0,-0.4863374216869257,0.0,2.2027647577118348,8.05,0.0,90.0,15.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
159,0,-0.47400492578514347,0.0,2.2682524139135403,8.6625,0.0,78.0,19.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
160,0,0.7519458402879414,0.0,4.256321678298823,6.322727272727272,0.0,12.0,26.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
161,0,-0.32425318983493084,0.0,2.8390784635086144,8.05,0.0,132.0,24.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
162,1,-0.331300330350235,1.0,2.8183982582710754,15.75,0.0,80.0,50.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
163,0,-0.4918744606632361,0.0,2.1719067693519296,7.775,0.0,78.0,26.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
164,0,-0.47400492578514347,0.0,2.2682524139135403,8.6625,0.0,51.0,15.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
165,0,0.1506737441786005,0.0,3.705920919968788,6.614583333333333,0.0,3.0,28.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
166,1,-0.2351571990343002,0.0,3.0692150503137943,6.841666666666666,0.0,27.0,47.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
167,1,0.4589861417231558,1.0,4.02535169073515,27.5,1.0,40.0,38.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
168,0,-0.08666388103324908,1.0,3.3638415951183864,4.6499999999999995,0.0,135.0,47.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
169,0,-0.12642988822675086,0.0,3.2930552230424524,25.925,0.0,40.0,19.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
170,0,0.48910360681684706,0.0,4.05171190165724,56.4958,0.0,84.0,13.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
171,0,0.026090367211616904,0.0,3.5409593240373143,33.5,1.0,61.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
172,0,-0.06199888922968463,0.0,3.405355391810819,4.854166666666667,0.0,12.0,20.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
173,1,-0.4242561406845337,1.0,2.495953738718064,3.7111,0.0,3.0,28.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
174,0,-0.4888542575852486,0.0,2.188856327665703,7.925,0.0,63.0,25.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
175,0,-0.030371322596999754,0.0,3.4561841799918147,30.6958,1.0,56.0,23.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
176,0,-0.4902797934380587,0.0,2.180891922715322,2.6180666666666665,0.0,54.0,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
177,0,-0.13565761536436197,0.0,3.275887339030031,5.0933399999999995,0.0,12.0,29.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
178,0,-0.07030444769415023,1.0,3.391567832686312,28.7125,1.0,50.0,26.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
179,0,-0.3866707201133388,0.0,2.6390573296152584,13.0,0.0,60.0,18.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
180,0,-0.6484216535389205,0.0,0.0,0.0,0.0,108.0,19.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
181,0,0.7519458402879414,1.0,4.256321678298823,6.322727272727272,0.0,54.0,28.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
182,0,-0.34539461138084326,0.0,2.775708849576025,15.05,0.0,62.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
183,0,-0.016444159470040135,0.0,3.4777725458882283,4.483928571428572,0.0,27.0,37.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
184,1,0.13683114673782454,0.0,3.6888794541139363,9.75,1.0,2.0,25.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,1,-0.20495516825442542,1.0,3.1365805821413706,7.341666666666666,0.0,12.0,35.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
186,0,0.3583127057902398,0.0,3.9318256327243257,50.0,1.0,40.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
187,1,-0.3363340021468808,1.0,2.803360380906535,7.75,0.0,93.0,47.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
188,1,-0.11384570873513637,0.0,3.3160025355989236,26.55,0.0,45.0,45.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
189,0,-0.3363340021468808,0.0,2.803360380906535,5.166666666666667,0.0,120.0,16.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
190,0,-0.4894421904510968,0.0,2.1855792552411137,7.8958,0.0,108.0,19.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
191,1,-0.3866707201133388,1.0,2.6390573296152584,13.0,0.0,64.0,19.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
192,0,-0.3866707201133388,0.0,2.6390573296152584,13.0,0.0,38.0,21.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
193,1,-0.4902797934380587,1.0,2.180891922715322,3.9271,0.0,57.0,47.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
194,1,-0.12491978668775715,0.0,3.295836866004329,8.666666666666666,1.0,6.0,26.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,1,-0.09027201697708476,1.0,3.357621598945279,27.7208,1.0,44.0,41.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
196,1,2.301728820789,1.0,4.993969182787072,146.5208,1.0,58.0,20.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
197,0,-0.49237782784290063,0.0,2.169053700369523,7.75,0.0,78.0,19.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
198,0,-0.47920571548543794,0.0,2.2411563979973974,4.2021,0.0,126.0,32.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
199,1,-0.49237782784290063,1.0,2.169053700369523,7.75,0.0,54.0,32.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
200,0,-0.3866707201133388,1.0,2.6390573296152584,13.0,0.0,48.0,38.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
201,0,-0.45714212526638004,0.0,2.3513752571634776,9.5,0.0,84.0,30.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
202,0,0.7519458402879414,0.0,4.256321678298823,6.322727272727272,0.0,78.0,19.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
203,0,-0.5176307525123133,0.0,2.0143428636837015,6.4958,0.0,102.0,26.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
204,0,-0.5029485386158568,0.0,2.1071782966514356,7.225,0.0,136.5,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
205,1,-0.4863374216869257,0.0,2.2027647577118348,8.05,0.0,54.0,24.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
206,0,-0.43776248884929375,1.0,2.4390808375825834,5.23125,1.0,6.0,26.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
207,0,-0.32928686163157667,0.0,2.8243506567983707,7.925,0.0,96.0,26.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
208,1,-0.2701412180209885,0.0,2.9850504252071306,18.7875,0.0,78.0,27.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
209,1,-0.49237782784290063,1.0,2.169053700369523,7.75,0.0,48.0,25.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
210,1,-0.024246350754841113,0.0,3.4657359027997265,31.0,1.0,40.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
211,0,-0.5064721088735089,0.0,2.085672091430472,7.05,0.0,72.0,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
212,1,-0.22559322262067316,1.0,3.091042453358316,21.0,0.0,70.0,26.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
213,0,-0.5024451714361923,0.0,2.1102132003465894,7.25,0.0,66.0,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
214,0,-0.3866707201133388,0.0,2.6390573296152584,13.0,0.0,60.0,27.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
215,0,-0.49237782784290063,0.0,2.169053700369523,3.875,0.0,78.0,19.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
216,1,1.6323350375212924,1.0,4.738607824217808,56.6375,1.0,31.0,23.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
217,1,-0.4888542575852486,1.0,2.188856327665703,7.925,0.0,81.0,22.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
218,0,-0.10478509950117394,0.0,3.332204510175204,13.5,0.0,84.0,28.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
219,1,0.8876878608937296,1.0,4.347586575960343,76.2917,1.0,32.0,21.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
220,0,-0.43700743807979686,0.0,2.4423470353692043,10.5,0.0,60.0,18.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
221,1,-0.4863374216869257,0.0,2.2027647577118348,8.05,0.0,48.0,30.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
222,0,-0.3866707201133388,0.0,2.6390573296152584,13.0,0.0,54.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
223,0,-0.4863374216869257,0.0,2.2027647577118348,8.05,0.0,153.0,23.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
224,0,-0.4894421904510968,0.0,2.1855792552411137,7.8958,0.0,78.0,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
225,1,1.163700193253568,0.0,4.51085950651685,45.0,1.0,38.0,28.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
226,0,-0.4601623283443675,0.0,2.336986519711378,9.35,0.0,66.0,28.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
227,1,-0.43700743807979686,0.0,2.4423470353692043,10.5,0.0,38.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
228,0,-0.5024451714361923,0.0,2.1102132003465894,7.25,0.0,61.5,31.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
229,0,-0.3866707201133388,0.0,2.6390573296152584,13.0,0.0,36.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
230,0,-0.13565761536436197,1.0,3.275887339030031,5.0933399999999995,0.0,54.0,23.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
231,1,1.0323213593611125,1.0,4.436455632600354,41.7375,1.0,35.0,44.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
232,0,-0.4918744606632361,0.0,2.1719067693519296,7.775,0.0,87.0,24.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
233,0,-0.3766033765200472,0.0,2.6741486494265287,13.5,0.0,118.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
234,1,-0.016444159470040135,1.0,3.4777725458882283,4.483928571428572,0.0,15.0,30.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
235,0,-0.43700743807979686,0.0,2.4423470353692043,10.5,0.0,48.0,33.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
236,0,-0.49640476528021726,1.0,2.145931282948669,7.55,0.0,54.0,28.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
237,0,-0.12491978668775715,0.0,3.295836866004329,13.0,0.0,88.0,17.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
238,1,-0.11988611489111134,1.0,3.305053521109253,8.75,0.0,16.0,32.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
239,0,-0.43700743807979686,0.0,2.4423470353692043,10.5,0.0,38.0,31.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
240,0,-0.4012683683236117,0.0,2.5858825671280026,12.275,0.0,66.0,22.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
241,0,-0.3573908580066095,1.0,2.737880811060884,7.2271,0.0,54.0,21.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
242,1,-0.3363340021468808,1.0,2.803360380906535,7.75,0.0,54.0,30.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
243,0,-0.43700743807979686,0.0,2.4423470353692043,10.5,0.0,58.0,31.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
244,0,-0.5049620073345151,0.0,2.094945728215801,7.125,0.0,66.0,29.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
245,0,-0.5029485386158568,0.0,2.1071782966514356,7.225,0.0,90.0,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
246,0,1.163700193253568,0.0,4.51085950651685,30.0,1.0,44.0,27.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,0,-0.4918744606632361,1.0,2.1719067693519296,7.775,0.0,75.0,37.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
248,1,-0.35646868933346404,1.0,2.740840023925201,4.833333333333333,0.0,48.0,31.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
249,1,0.40974072380221066,0.0,3.9806942251907276,17.518066666666666,1.0,37.0,29.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
250,0,-0.12491978668775715,0.0,3.295836866004329,13.0,0.0,108.0,29.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
251,0,-0.5024451714361923,0.0,2.1102132003465894,7.25,0.0,78.0,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
252,0,-0.43776248884929375,1.0,2.4390808375825834,3.4875000000000003,1.0,87.0,42.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
253,0,-0.11384570873513637,0.0,3.3160025355989236,26.55,1.0,62.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
254,0,-0.32425318983493084,0.0,2.8390784635086144,8.05,0.0,90.0,24.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
255,0,-0.2414492887801075,1.0,3.0545906305603445,6.7375,0.0,123.0,40.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
256,1,-0.3414522396297103,1.0,2.7878344138303452,5.081933333333333,0.0,87.0,39.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
257,1,0.9462455716384695,1.0,4.384523514872469,79.2,0.0,40.0,30.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
258,1,1.093228788100527,1.0,4.471638793363569,86.5,1.0,30.0,20.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
259,1,9.667166525013505,1.0,6.240917354759096,512.3292,0.0,35.0,16.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
260,1,-0.12491978668775715,1.0,3.295836866004329,13.0,0.0,100.0,27.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
261,0,-0.49237782784290063,0.0,2.169053700369523,7.75,0.0,78.0,17.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
262,1,-0.016444159470040135,0.0,3.4777725458882283,4.483928571428572,0.0,9.0,33.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
263,0,0.955306180872432,0.0,4.390118804571218,26.55,1.0,52.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
264,0,-0.6484216535389205,0.0,0.0,0.0,1.0,40.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
265,0,-0.49237782784290063,1.0,2.169053700369523,7.75,0.0,54.0,18.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
266,0,-0.43700743807979686,0.0,2.4423470353692043,10.5,0.0,72.0,17.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
267,0,0.1506737441786005,0.0,3.705920919968788,6.614583333333333,0.0,48.0,25.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
268,1,-0.4918744606632361,0.0,2.1719067693519296,3.8875,0.0,75.0,24.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
269,1,2.441497778832105,1.0,5.039951348430309,76.73125,1.0,58.0,45.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
270,1,2.0825124140450755,1.0,4.91730069488021,135.6333,1.0,35.0,22.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
271,0,-0.024246350754841113,0.0,3.4657359027997265,31.0,0.0,40.0,21.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
272,1,-0.6484216535389205,0.0,0.0,0.0,0.0,75.0,28.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
273,1,-0.255795253400548,1.0,3.0204248861443626,9.75,0.0,82.0,41.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
274,0,-0.05042144409739929,0.0,3.4242626545931514,14.85,1.0,37.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
275,1,-0.49237782784290063,1.0,2.169053700369523,7.75,0.0,54.0,26.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
276,1,0.921244330558889,1.0,4.368919865004903,38.97915,1.0,63.0,33.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
277,0,-0.49237782784290063,1.0,2.169053700369523,7.75,0.0,135.0,33.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
278,0,-0.6484216535389205,0.0,0.0,0.0,0.0,62.0,27.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
279,0,-0.06199888922968463,0.0,3.405355391810819,4.854166666666667,0.0,21.0,18.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
280,1,-0.24069423801061057,1.0,3.056356895370426,6.75,0.0,105.0,32.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
281,0,-0.49237782784290063,0.0,2.169053700369523,7.75,0.0,195.0,16.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
282,0,-0.4902797934380587,0.0,2.180891922715322,7.8542,0.0,84.0,32.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
283,0,-0.45714212526638004,0.0,2.3513752571634776,9.5,0.0,48.0,25.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
284,1,-0.4863374216869257,0.0,2.2027647577118348,8.05,0.0,57.0,26.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
285,0,-0.12491978668775715,0.0,3.295836866004329,26.0,1.0,40.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
286,0,-0.47400492578514347,0.0,2.2682524139135403,8.6625,0.0,99.0,19.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
287,1,-0.45714212526638004,0.0,2.3513752571634776,9.5,0.0,90.0,23.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
288,0,-0.4894421904510968,0.0,2.1855792552411137,7.8958,0.0,66.0,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
